file_name,width,height,x1,y1,x2,y2,category
003_0072.png,179,154,30,24,153,131,3
003_0073.png,267,228,32,29,232,203,3
003_0074.png,266,222,29,24,231,197,3
003_0075.png,247,211,33,27,217,186,3
003_0076.png,92,92,17,12,82,77,3
003_0077.png,170,153,27,24,144,136,3
003_0078.png,139,126,22,16,120,112,3
003_0079.png,163,156,24,26,139,132,3
004_0001.png,107,101,17,11,91,87,4
004_0002.png,144,135,18,14,127,127,4
004_0010.png,59,51,13,7,48,42,4
004_0011.png,94,87,19,13,79,71,4
004_0012.png,122,124,20,14,113,110,4
004_0013.png,122,116,23,17,101,94,4
004_0014.png,95,81,16,12,76,69,4
004_0015.png,77,67,15,8,66,58,4
004_0016.png,225,213,20,21,202,194,4
004_0017.png,150,144,22,21,130,123,4
004_0018.png,101,93,16,10,93,83,4
004_0019.png,235,203,33,19,200,182,4
004_0020.png,83,80,13,14,69,69,4
004_0021.png,142,125,25,15,123,111,4
004_0022.png,121,107,25,17,100,94,4
004_0023.png,103,87,21,12,86,78,4
004_0025.png,162,139,28,12,136,122,4
004_0026.png,187,164,32,16,167,148,4
004_0027.png,166,151,25,11,147,133,4
004_0028.png,118,100,24,14,102,88,4
004_0029.png,108,104,16,13,91,88,4
004_0039.png,263,225,47,32,212,193,4
004_0040.png,252,217,44,31,207,189,4
004_0041.png,280,235,66,43,228,201,4
004_0042.png,172,148,29,22,135,128,4
005_0001.png,131,131,22,16,109,114,5
005_0002.png,94,87,19,8,79,77,5
005_0003.png,175,147,41,15,146,139,5
005_0004.png,173,145,35,11,142,134,5
005_0005.png,131,122,30,16,108,106,5
005_0006.png,82,70,21,9,65,59,5
005_0007.png,246,236,48,29,202,216,5
005_0008.png,116,107,25,8,95,95,5
005_0009.png,115,121,24,18,97,109,5
005_0010.png,115,109,19,11,93,96,5
005_0011.png,186,174,30,11,162,159,5
005_0012.png,135,127,24,14,114,117,5
005_0013.png,94,91,15,6,81,83,5
005_0014.png,76,72,17,9,60,61,5
005_0015.png,84,73,16,11,71,63,5
005_0016.png,106,94,18,14,85,82,5
005_0017.png,130,115,18,9,111,102,5
005_0018.png,186,167,31,18,164,149,5
005_0019.png,122,112,14,7,108,100,5
005_0020.png,138,126,25,16,119,108,5
005_0021.png,83,79,13,9,70,67,5
005_0022.png,134,134,20,20,115,119,5
005_0023.png,112,102,18,9,99,90,5
005_0024.png,246,224,42,28,211,201,5
005_0025.png,120,114,18,11,102,95,5
005_0026.png,154,144,20,20,135,128,5
005_0027.png,158,147,22,12,145,133,5
005_0028.png,114,107,13,8,101,96,5
005_0029.png,116,109,23,8,97,88,5
005_0030.png,102,103,15,14,90,94,5
005_0031.png,212,217,36,29,186,192,5
005_0032.png,218,184,32,20,193,160,5
005_0033.png,193,173,18,16,181,155,5
005_0034.png,144,131,26,14,121,111,5
005_0035.png,125,121,19,15,112,111,5
005_0036.png,270,240,38,17,236,219,5
005_0037.png,156,149,24,22,134,131,5
005_0038.png,91,81,17,7,82,74,5
005_0039.png,154,146,26,17,135,132,5
005_0040.png,126,117,19,14,110,103,5
005_0041.png,118,104,24,17,99,89,5
005_0042.png,173,165,29,23,157,149,5
005_0043.png,166,150,25,11,133,136,5
005_0044.png,124,117,22,16,106,103,5
005_0045.png,107,98,21,11,91,83,5
005_0046.png,221,199,40,17,189,171,5
005_0047.png,95,90,14,14,81,79,5
005_0048.png,187,171,26,19,167,152,5
005_0049.png,109,98,19,11,91,83,5
005_0050.png,140,132,22,21,122,119,5
005_0051.png,111,100,16,11,99,92,5
005_0052.png,247,209,30,19,214,189,5
005_0053.png,146,123,22,12,125,109,5
005_0054.png,137,122,24,15,119,112,5
005_0055.png,64,56,13,9,56,52,5
005_0056.png,187,173,21,20,173,158,5
005_0057.png,127,108,15,12,121,101,5
005_0058.png,235,209,10,14,223,191,5
005_0059.png,76,69,7,5,65,63,5
005_0060.png,118,109,12,6,109,97,5
005_0089.png,129,124,13,15,117,115,5
005_0090.png,154,145,21,16,138,130,5
005_0091.png,185,171,9,8,172,163,5
005_0092.png,174,158,17,11,158,145,5
006_0001.png,132,119,16,8,109,113,6
006_0002.png,118,105,21,5,104,98,6
006_0003.png,150,135,21,12,128,119,6
006_0004.png,110,112,11,8,100,95,6
006_0005.png,148,135,20,17,127,123,6
006_0006.png,148,135,22,14,126,124,6
006_0007.png,86,82,11,12,72,73,6
006_0008.png,119,106,26,11,90,94,6
006_0009.png,82,68,17,10,64,58,6
006_0010.png,136,132,25,9,114,117,6
006_0011.png,109,104,20,7,95,95,6
006_0012.png,115,109,21,11,94,100,6
006_0013.png,166,155,27,15,134,143,6
006_0014.png,135,128,25,12,111,117,6
006_0015.png,155,142,35,12,126,136,6
006_0016.png,137,125,29,12,108,114,6
006_0017.png,163,140,38,16,128,131,6
006_0018.png,153,146,32,17,121,133,6
006_0019.png,81,74,19,10,64,67,6
006_0020.png,121,116,20,8,102,103,6
007_0001.png,108,101,12,10,93,91,7
007_0002.png,111,102,15,6,99,89,7
007_0003.png,233,201,28,14,203,184,7
007_0004.png,133,117,21,10,119,103,7
007_0005.png,122,119,12,14,111,107,7
007_0006.png,133,125,21,14,115,108,7
007_0007.png,150,129,19,10,133,118,7
007_0008.png,166,147,22,11,145,132,7
007_0009.png,148,143,13,13,136,129,7
007_0010.png,185,169,23,23,167,155,7
007_0011.png,98,93,15,13,85,83,7
007_0012.png,125,103,16,11,104,95,7
007_0013.png,125,107,14,7,109,96,7
007_0014.png,103,93,13,9,89,84,7
007_0015.png,188,173,24,16,168,160,7
007_0016.png,91,78,15,9,73,67,7
007_0017.png,162,155,17,22,145,142,7
007_0018.png,166,155,19,9,154,143,7
007_0019.png,120,119,18,13,109,103,7
007_0020.png,178,158,25,17,148,141,7
007_0021.png,94,90,10,12,77,79,7
007_0022.png,229,213,20,20,205,201,7
007_0023.png,91,85,12,11,81,77,7
007_0024.png,127,113,10,9,112,106,7
007_0025.png,185,174,20,20,163,157,7
007_0026.png,119,110,14,14,110,102,7
007_0027.png,129,115,17,11,118,104,7
007_0028.png,252,222,33,22,231,203,7
007_0029.png,159,151,20,13,148,131,7
007_0030.png,211,183,21,12,192,170,7
007_0031.png,246,230,11,16,221,209,7
007_0032.png,126,113,14,11,112,102,7
007_0033.png,103,97,12,13,92,88,7
007_0034.png,232,195,28,13,212,184,7
007_0035.png,120,110,18,14,103,93,7
007_0036.png,242,227,19,22,215,211,7
007_0037.png,101,91,13,10,89,83,7
007_0038.png,225,195,23,12,200,180,7
007_0039.png,264,250,23,22,239,224,7
007_0040.png,151,149,17,19,136,131,7
007_0041.png,206,195,21,23,185,178,7
007_0042.png,94,83,9,7,82,76,7
007_0043.png,208,193,25,16,184,177,7
007_0044.png,113,106,20,17,98,90,7
007_0045.png,96,88,9,7,89,79,7
007_0046.png,98,91,10,9,88,80,7
007_0047.png,216,202,25,22,202,183,7
007_0048.png,113,108,14,13,103,100,7
007_0049.png,302,258,37,19,273,238,7
007_0050.png,119,106,12,9,103,93,7
008_0001.png,47,40,5,2,43,37,8
008_0002.png,47,40,7,1,43,37,8
008_0005_j.png,167,172,27,29,135,136,8
009_0001.png,99,106,21,25,76,80,9
010_0001.png,144,131,24,12,127,117,10
010_0002.png,385,354,44,21,344,333,10
010_0003.png,174,163,33,19,151,144,10
010_0004.png,133,120,22,9,114,104,10
011_0001.png,160,149,28,12,131,135,11
011_0002.png,117,120,17,10,101,112,11
011_0003.png,121,123,22,9,106,111,11
011_0004.png,312,298,53,20,263,272,11
011_0005.png,85,90,15,12,73,76,11
011_0006.png,148,139,29,19,126,124,11
011_0007.png,104,91,17,9,88,80,11
011_0008.png,130,111,19,11,107,101,11
011_0009.png,121,116,17,12,108,103,11
011_0010.png,148,137,21,13,131,123,11
012_0001.png,202,194,39,36,149,148,12
012_0002.png,202,194,38,36,150,148,12
012_0003.png,374,348,66,60,296,284,12
012_0004.png,94,100,12,11,86,87,12
012_0005.png,163,159,22,25,137,137,12
012_0006.png,228,209,49,26,187,168,12
012_0007.png,175,176,40,40,146,144,12
012_0008.png,276,239,58,37,218,197,12
012_0009.png,374,348,64,58,299,289,12
012_0010.png,136,130,17,19,115,114,12
012_0011.png,136,130,18,20,116,113,12
012_0012.png,228,209,47,26,188,168,12
012_0013.png,228,209,46,26,187,168,12
012_0014.png,94,100,13,13,84,85,12
012_0015.png,94,100,15,13,83,85,12
012_0016.png,94,100,14,13,84,84,12
012_0017.png,124,115,27,22,102,95,12
012_0018.png,124,115,27,21,103,96,12
012_0019.png,89,90,18,21,72,73,12
012_0020.png,89,90,19,21,72,73,12
012_0021.png,136,130,18,20,115,113,12
012_0022.png,136,130,19,20,114,113,12
012_0023.png,163,159,22,26,137,139,12
012_0024.png,228,209,47,23,187,167,12
012_0025.png,228,209,45,26,187,168,12
012_0026.png,94,100,15,13,84,86,12
012_0027.png,94,100,13,14,84,85,12
012_0028.png,94,100,13,13,83,85,12
012_0029.png,94,100,14,12,83,85,12
012_0030.png,94,100,14,13,84,85,12
013_0001.png,142,127,21,12,123,115,13
013_0002.png,113,103,16,11,101,97,13
013_0003.png,160,151,22,12,144,138,13
013_0004.png,145,132,27,22,124,119,13
013_0005.png,140,133,20,17,119,115,13
013_0006.png,262,217,35,11,232,209,13
013_0007.png,110,100,15,10,95,91,13
013_0008.png,85,78,12,9,71,69,13
013_0009.png,191,169,29,14,172,160,13
013_0010.png,149,127,21,13,126,114,13
013_0022_j.png,143,130,33,26,113,108,13
014_0001.png,147,131,21,17,127,110,14
014_0002.png,159,139,13,12,149,125,14
014_0003.png,124,117,19,17,110,108,14
014_0004.png,112,101,14,8,97,93,14
014_0005.png,75,69,10,4,69,62,14
014_0006.png,163,148,21,13,144,130,14
014_0007.png,125,134,18,24,105,111,14
014_0008.png,126,111,20,13,113,101,14
014_0009.png,78,78,13,12,67,68,14
014_0010.png,144,125,31,14,117,108,14
014_0011.png,107,104,23,11,95,89,14
014_0012.png,148,135,26,13,128,124,14
014_0013.png,195,183,29,16,165,163,14
014_0014.png,112,111,11,11,98,97,14
014_0015.png,103,95,8,6,91,89,14
014_0016.png,143,137,16,13,126,120,14
014_0017.png,134,125,14,11,122,117,14
014_0018.png,203,188,21,12,188,179,14
014_0019.png,186,180,15,17,171,165,14
014_0020.png,235,219,26,19,212,197,14
014_0021.png,107,105,11,7,95,91,14
014_0022.png,134,121,17,15,112,108,14
014_0023.png,103,94,12,8,93,88,14
014_0024.png,164,147,21,14,139,128,14
014_0025.png,243,225,28,25,213,202,14
014_0026.png,182,156,22,14,162,147,14
014_0027.png,125,118,14,13,111,105,14
014_0028.png,120,114,12,15,109,104,14
014_0029.png,157,141,22,17,142,126,14
014_0030.png,115,104,11,9,102,90,14
014_0031.png,262,229,33,12,242,204,14
014_0032.png,150,127,17,7,130,119,14
014_0033.png,202,184,25,16,184,169,14
014_0034.png,135,119,18,12,120,115,14
014_0035.png,192,178,26,18,174,164,14
014_0036.png,157,132,18,5,139,124,14
014_0037.png,255,229,28,21,228,212,14
014_0038.png,229,205,20,17,213,192,14
014_0039.png,78,81,9,5,69,64,14
014_0040.png,119,109,17,10,107,100,14
015_0001.png,123,121,29,10,107,104,15
015_0002.png,91,96,11,6,76,85,15
015_0003.png,196,181,30,19,169,158,15
015_0004.png,184,170,29,14,167,152,15
015_0005.png,205,194,27,21,181,176,15
015_0006.png,108,88,20,9,93,81,15
015_0007.png,201,186,30,22,178,171,15
016_0001.png,117,106,19,12,101,93,16
016_0002.png,167,152,24,10,150,135,16
016_0003.png,120,107,23,13,102,92,16
016_0004.png,125,109,19,5,101,101,16
016_0005.png,198,177,32,25,168,159,16
016_0006.png,206,180,28,11,184,166,16
016_0007.png,96,94,20,11,77,80,16
016_0008.png,72,70,12,7,62,63,16
016_0009.png,177,168,20,17,163,158,16
016_0010.png,126,119,20,16,104,100,16
016_0011.png,133,129,18,17,117,115,16
016_0012.png,221,205,28,19,199,189,16
016_0013.png,125,121,13,14,114,112,16
016_0014.png,136,130,17,11,126,120,16
016_0015.png,98,102,12,12,88,88,16
016_0016.png,201,200,22,17,176,187,16
017_0001.png,175,175,23,13,152,154,17
017_0002.png,111,102,14,8,90,90,17
017_0003.png,123,106,21,10,96,92,17
017_0004.png,108,105,15,10,92,94,17
017_0005.png,153,143,20,6,139,131,17
017_0006.png,154,146,17,11,134,133,17
017_0007.png,136,123,19,17,116,114,17
017_0008.png,127,117,19,14,111,106,17
017_0009.png,92,94,14,12,79,78,17
017_0010.png,169,155,24,13,148,139,17
017_0011.png,130,120,19,8,112,106,17
017_0012.png,228,192,31,13,196,178,17
017_0013.png,171,167,18,17,157,157,17
017_0014.png,126,120,14,10,113,108,17
017_0015.png,125,125,17,13,118,115,17
017_0016.png,87,79,15,10,79,74,17
017_0017.png,114,103,17,12,96,91,17
017_0018.png,112,101,13,9,94,89,17
017_0019.png,189,179,22,25,160,163,17
017_0020.png,158,143,18,15,135,131,17
017_0021.png,74,63,12,9,61,58,17
017_0022.png,133,127,21,17,117,113,17
017_0023.png,83,78,14,5,71,68,17
017_0024.png,95,87,16,12,78,76,17
017_0025.png,207,199,29,21,178,180,17
017_0026.png,79,80,12,12,68,69,17
017_0027.png,88,84,16,9,77,74,17
017_0028.png,120,109,17,7,103,100,17
017_0029.png,145,130,24,10,126,118,17
017_0030.png,93,90,13,11,81,80,17
017_0031.png,204,196,17,17,185,178,17
017_0032.png,147,135,14,10,137,128,17
017_0033.png,112,104,15,12,98,91,17
017_0034.png,116,106,12,6,105,96,17
017_0035.png,162,150,13,14,149,142,17
017_0036.png,78,73,10,8,67,66,17
017_0037.png,114,107,16,13,103,98,17
017_0038.png,126,112,14,11,107,103,17
017_0039.png,99,99,12,14,87,89,17
017_0040.png,89,88,10,10,79,78,17
018_0001.png,197,188,30,31,171,165,18
018_0002.png,122,119,14,14,107,105,18
018_0004.png,119,132,22,13,99,117,18
019_0001.png,121,126,23,22,93,95,19
019_0002.png,103,104,22,21,74,80,19
020_0001.png,113,111,13,17,104,99,20
020_0002.png,73,63,9,8,61,57,20
020_0003.png,190,160,31,19,159,146,20
020_0004.png,146,135,21,14,129,123,20
020_0005.png,235,232,27,23,219,210,20
020_0006.png,243,216,38,19,226,199,20
021_0001.png,163,146,36,19,128,127,21
021_0002.png,174,147,34,11,143,141,21
021_0003.png,131,117,24,13,101,102,21
021_0002_j.png,136,117,30,25,95,90,21
022_0001.png,210,197,24,24,189,186,22
022_0002.png,93,85,12,12,79,77,22
022_0003.png,200,196,28,20,190,182,22
022_0004.png,179,173,30,27,159,156,22
022_0001_j.png,166,159,38,32,125,123,22
022_0002_j.png,260,246,52,50,213,206,22
023_0001.png,118,112,19,10,108,104,23
023_0002.png,348,298,37,16,324,286,23
023_0003.png,165,150,17,10,149,139,23
023_0004.png,96,93,12,7,87,82,23
024_0001.png,225,209,48,21,182,191,24
024_0002.png,89,81,16,5,72,75,24
024_0003.png,182,164,32,17,160,145,24
024_0004.png,178,176,30,25,161,158,24
024_0005.png,115,105,22,12,97,89,24
024_0006.png,247,216,46,21,218,191,24
024_0007.png,195,172,32,17,175,158,24
024_0008.png,108,96,22,7,96,81,24
024_0009.png,225,198,37,23,190,174,24
024_0010.png,252,211,55,22,222,184,24
024_0011.png,225,199,24,15,196,181,24
024_0012.png,137,119,24,10,120,104,24
024_0013.png,184,160,35,20,152,140,24
024_0014.png,161,149,28,15,141,133,24
024_0015.png,166,156,30,19,145,138,24
024_0016.png,290,247,38,19,248,222,24
024_0017.png,262,230,40,24,229,205,24
024_0018.png,204,198,32,24,186,171,24
024_0019.png,236,216,34,22,207,186,24
024_0020.png,257,229,48,28,226,200,24
024_0021.png,170,161,24,18,152,145,24
024_0022.png,156,160,17,19,146,147,24
024_0023.png,207,188,44,25,173,162,24
024_0024.png,196,188,36,26,167,161,24
024_0025.png,208,191,33,22,176,165,24
024_0026.png,182,167,38,19,166,147,24
024_0027.png,183,161,27,14,160,143,24
024_0028.png,108,105,13,12,94,92,24
024_0029.png,116,102,20,7,103,90,24
024_0030.png,154,142,25,12,129,128,24
025_0001.png,83,77,17,17,63,62,25
026_0001.png,180,152,43,28,145,130,26
026_0002.png,145,144,29,22,123,122,26
026_0003.png,176,149,41,11,142,130,26
026_0004.png,98,94,23,14,80,82,26
026_0005.png,121,113,22,16,101,97,26
026_0006.png,143,138,26,17,120,114,26
026_0007.png,120,112,24,14,103,95,26
026_0008.png,139,123,31,25,108,100,26
026_0009.png,128,111,23,18,99,94,26
026_0010.png,162,143,39,30,117,107,26
026_0011.png,178,157,45,26,139,120,26
026_0012.png,94,84,19,12,73,68,26
026_0013.png,180,165,45,36,146,142,26
026_0014.png,175,175,45,40,144,143,26
026_0015.png,263,214,56,32,212,191,26
026_0016.png,142,128,38,22,109,101,26
026_0017.png,204,182,48,25,153,148,26
026_0018.png,147,129,32,17,112,110,26
026_0019.png,142,139,24,16,120,111,26
026_0020.png,165,144,39,18,131,131,26
026_0021.png,90,83,21,14,68,70,26
026_0022.png,133,138,28,22,108,108,26
026_0023.png,223,219,32,32,186,185,26
026_0024.png,193,184,39,32,165,158,26
026_0025.png,195,185,38,24,164,154,26
026_0026.png,123,115,21,11,102,105,26
026_0027.png,95,91,16,7,84,85,26
026_0028.png,119,108,27,18,98,91,26
026_0029.png,93,80,16,11,72,69,26
026_0030.png,187,174,31,11,162,148,26
026_0031.png,157,153,29,19,139,132,26
026_0032.png,110,101,16,9,90,85,26
026_0033.png,104,99,22,11,88,77,26
026_0034.png,188,174,24,18,159,150,26
026_0035.png,118,115,24,21,100,98,26
026_0036.png,92,91,16,13,79,78,26
026_0037.png,167,150,15,11,146,136,26
026_0038.png,123,115,13,11,104,102,26
026_0039.png,124,110,21,13,107,98,26
026_0040.png,124,122,27,19,100,105,26
027_0001.png,141,130,26,12,118,110,27
027_0002.png,139,130,26,14,120,115,27
027_0003.png,134,125,26,15,114,104,27
027_0004.png,229,216,36,28,195,186,27
027_0005.png,93,89,14,11,77,76,27
027_0006.png,140,145,18,20,129,131,27
027_0007.png,122,113,25,20,99,92,27
027_0013.png,102,95,22,13,87,78,27
028_0001.png,160,150,23,16,139,130,28
028_0002.png,118,114,11,8,108,106,28
028_0003.png,272,263,45,38,250,245,28
028_0004.png,185,181,24,23,165,166,28
028_0005.png,119,118,18,19,101,102,28
028_0006.png,125,118,24,17,107,100,28
028_0007.png,155,155,26,23,135,132,28
028_0008.png,123,114,20,13,106,97,28
028_0009.png,199,184,36,22,175,159,28
028_0010.png,106,104,17,17,91,90,28
028_0057.png,165,156,36,23,134,132,28
028_0078.png,169,155,32,27,136,129,28
029_0001.png,125,126,18,21,106,109,29
029_0002.png,117,114,17,15,101,96,29
029_0003.png,114,105,19,13,97,92,29
029_0004.png,183,179,24,30,153,156,29
029_0005.png,167,161,18,21,145,135,29
029_0006.png,184,164,20,18,156,133,29
029_0007.png,139,130,29,26,107,106,29
029_0008.png,140,129,29,23,118,112,29
029_0009.png,125,118,21,20,105,103,29
029_0010.png,120,122,19,19,105,100,29
029_0011.png,116,120,18,27,95,102,29
029_0012.png,130,135,21,21,115,110,29
029_0013.png,126,117,30,27,102,100,29
029_0014.png,112,119,18,19,97,96,29
030_0001.png,140,125,24,17,115,106,30
030_0002.png,230,220,28,24,206,198,30
030_0003.png,80,77,16,13,70,64,30
030_0005.png,134,121,30,21,103,102,30
030_0006.png,134,121,31,21,102,102,30
030_0007.png,184,171,42,33,144,148,30
030_0008.png,184,171,42,32,143,147,30
030_0009.png,211,199,50,33,171,168,30
030_0010.png,211,199,49,32,171,166,30
030_0011.png,95,87,22,14,73,72,30
030_0012.png,95,87,21,13,73,73,30
030_0013.png,164,160,33,32,130,133,30
030_0014.png,164,160,34,32,130,133,30
030_0015.png,176,166,31,26,142,142,30
030_0016.png,176,166,30,26,142,142,30
030_0017.png,222,213,41,34,183,181,30
030_0018.png,222,213,41,33,184,182,30
030_0019.png,254,217,48,30,209,198,30
030_0020.png,254,217,49,30,207,198,30
030_0021.png,119,117,22,23,93,98,30
030_0022.png,119,117,22,24,94,98,30
030_0023.png,138,108,33,19,92,90,30
030_0024.png,138,108,31,19,92,89,30
030_0025.png,168,157,37,32,131,126,30
030_0026.png,168,157,38,31,131,126,30
030_0027.png,103,94,21,17,81,78,30
030_0028.png,103,94,22,17,81,77,30
030_0029.png,221,221,35,40,176,180,30
030_0030.png,221,221,37,39,175,180,30
030_0031.png,104,116,20,28,81,89,30
030_0032.png,104,116,21,28,81,89,30
030_0033.png,134,121,30,21,103,103,30
030_0034.png,134,121,31,21,103,103,30
030_0035.png,184,171,41,32,144,148,30
030_0061.png,245,245,46,46,203,201,30
030_0062.png,360,328,73,60,297,278,30
031_0001.png,216,197,55,29,172,163,31
031_0002.png,151,138,33,27,116,109,31
031_0003.png,174,155,31,26,131,124,31
031_0004.png,86,78,17,14,66,61,31
031_0005.png,146,148,25,28,127,126,31
031_0006.png,153,158,21,25,124,125,31
031_0007.png,158,156,28,22,127,135,31
031_0008.png,137,137,26,23,104,113,31
031_0009.png,289,268,54,28,246,247,31
031_0010.png,121,112,28,18,97,93,31
031_0011.png,138,126,27,17,112,103,31
031_0012.png,139,147,27,29,111,114,31
031_0013.png,167,151,37,24,129,120,31
031_0014.png,126,119,24,25,100,101,31
031_0015.png,119,112,16,12,97,95,31
032_0001.png,222,191,33,22,196,165,32
032_0002.png,253,211,52,29,214,172,32
032_0003.png,293,261,44,34,264,232,32
032_0001_j.png,226,153,69,31,146,103,32
032_0002_j.png,158,160,34,30,119,137,32
